Step,TrueNoise,ResidualNoise
727,0.27209491,-0.00229357
728,0.27339906,-0.00219450
729,0.27452898,-0.00213717
730,0.27548423,-0.00208586
731,0.27625214,-0.00190895
732,0.27685253,-0.00190288
733,0.27726875,-0.00180459
734,0.27750771,-0.00193990
735,0.27757365,-0.00198833
736,0.27747090,-0.00191907
737,0.27718284,-0.00203671
738,0.27672799,-0.00185029
739,0.27610131,-0.00175749
740,0.27530612,-0.00182917
741,0.27434252,-0.00167103
742,0.27320490,-0.00179270
743,0.27190700,-0.00166391
744,0.27044060,-0.00161019
745,0.26880726,-0.00143089
746,0.26700340,-0.00147819
747,0.26504291,-0.00139947
748,0.26292857,-0.00142113
749,0.26065315,-0.00141823
750,0.25822845,-0.00130112
751,0.25564995,-0.00138634
752,0.25292401,-0.00131069
753,0.25005336,-0.00117215
754,0.24704193,-0.00114824
755,0.24389294,-0.00122633
756,0.24059664,-0.00117962
757,0.23716641,-0.00106643
758,0.23359705,-0.00119594
759,0.22990141,-0.00128717
760,0.22607270,-0.00127350
761,0.22211818,-0.00112141
762,0.21804541,-0.00108593
763,0.21385007,-0.00106233
764,0.20953510,-0.00115075
765,0.20510260,-0.00127196
766,0.20054991,-0.00110639
767,0.19589690,-0.00105686
768,0.19113535,-0.00110512
769,0.18627225,-0.00108692
770,0.18130188,-0.00102109
771,0.17624007,-0.00084331
772,0.17109877,-0.00091444
773,0.16586257,-0.00078292
774,0.16054414,-0.00065263
775,0.15514520,-0.00076176
776,0.14967599,-0.00062716
777,0.14413078,-0.00052507
778,0.13851149,-0.00050169
779,0.13282492,-0.00062435
780,0.12707771,-0.00067914
781,0.12127244,-0.00065871
782,0.11541181,-0.00057778
783,0.10950140,-0.00046927
784,0.10354400,-0.00030947
785,0.09754213,-0.00022943
786,0.09150926,-0.00035065
787,0.08544718,-0.00025453
788,0.07935180,-0.00029051
789,0.07323559,-0.00019245
790,0.06709458,-0.00029013
791,0.06094329,-0.00020455
792,0.05477132,-0.00027077
